token,mean_abs_shap
,0.0003635203857998459
abstract maya artwork hoang camo tuong artwork camo teeth artwork cryptic artwork maya maya bloch hoang tuong,0.0017526443197785806
alien starring punk alien film punk cinematic film cinematic alien video cgi cgi vfx film cgi,0.001212184412498085
anime anime colors manga saitama anime manga illustration body manga saitama deviantart unreal engine concept art,0.00046697912577962707
anime anime epic manga saitama anime manga illustration body manga unreal engine deviantart deviantart hyperrealistic concept art,2.59734813249333e-05
anime anime epic saitama anime unreal engine deviantart hyperrealistic deviantart concept art artstation saitama art,0.0003648610857426341
anime colors anime manga manga illustration saitama anime comprehensive art body manga art thorough saitama artstation galaxy,0.0019291938189996945
anime portrait portrait cirno cirno cirno stanley portrait anime trending artstation jean andrei artstation simonetti sakimichan,3.4329168335486016e-05
armored knight lion medieval fighting lion knight wielding automatic weapon fully armored wielding automatic painted bob armored lion,0.0008290985532275562
army demons flying volcano demons flying demons volcano volcano flag bearers trumpeters trumpeters unreal engine trumpeters intricate,0.00023982261615481854
art cinematic photo realistic cinematic epic art realistic cinematic composition light cinematic hyper photorealistic cinematic photorealistic ultra detailed,0.0004940105052941234
art cinematic postapocalyptic city hyper photorealistic light cinematic art realistic hyper realistic photo realistic cinematic composition photorealistic corona render,0.00010038082442720266
artificial immersion immersion herbert immersion garden artificial garden herbert franke artificial franke herbert,0.0006517486914088363
astronaut cinematic movie transcendental transcendental astronaut anamorphic lens astronaut light anamorphic cinematic light cinematic composition composition cinematic transcendental,0.011968174655103149
australia apocalypse matte painting cinematic matte apocalypse cinematic matte painting apocalypse cinematic australia,0.00037289624944421664
barranquilla gundam gundam unreal gundam carnaval barranquilla unreal engine carnaval comprehensive art art thorough engine illustration barranquilla,0.0001610736001508202
beautiful gemini gemini good gemini character portrait fantasy character evil fantasy portrait ultra fifth element portrait intricate details,0.002094363775972039
beautiful render dramatic clouds winter landscape render winter landscape unreal unreal engine light majestic snow dramatic frozen lake majestic mountains,0.00013487663703399316
bjork portrait bjork wallpaper illustration portrait atmospheric lighting joy atmospheric portrait hubert lighting lighting hd soft lighting,0.008753401301758943
bjork portrait portrait iceland beautiful bjork bjork portrait wallpaper illustration iceland hubert atmospheric lighting iceland lighting hd,0.0005396245572470899
